	Id	KO	KO_definition
s1705	Ea_02365	K12339	S-sulfo-L-cysteine_synthase_(O-acetyl-L-serine-dependent)_[EC:2.5.1.144]_
s1706	Ea_02366	K02045	sulfate/thiosulfate_transport_system_ATP-binding_protein_[EC:7.3.2.3]
s1707	Ea_02367	K02047	sulfate/thiosulfate_transport_system_permease_protein
s1708	Ea_02368	K02046	sulfate/thiosulfate_transport_system_permease_protein
s1709	Ea_02369	K02048	sulfate/thiosulfate_transport_system_substrate-binding_protein
s1710	Ea_02372	K22477	N-acetylglutamate_synthase_[EC:2.3.1.1]
s1711	Ea_02373	K01448	N-acetylmuramoyl-L-alanine_amidase_[EC:3.5.1.28]
s1712	Ea_02374	K00228	coproporphyrinogen_III_oxidase_[EC:1.3.3.3]_
s1713	Ea_02375	K00616	transaldolase_[EC:2.2.1.2]
s1714	Ea_02376	K00615	transketolase_[EC:2.2.1.1]
s1715	Ea_02377	K12945	GDP-mannose_pyrophosphatase_NudK_[EC:3.6.1.-]_
s1716	Ea_02378	K11738	L-asparagine_permease
s1717	Ea_02381	K07685	two-component_system,_NarL_family,_nitrate/nitrite_response_regulator_NarP_
s1718	Ea_02382	K18324	multidrug_efflux_pump
s1719	Ea_02382	K18138	multidrug_efflux_pump
s1720	Ea_02385	K01439	succinyl-diaminopimelate_desuccinylase_[EC:3.5.1.18]
s1721	Ea_02388	K03367	D-alanine--poly(phosphoribitol)_ligase_subunit_1_[EC:6.1.1.13]
s1722	Ea_02388	K01907	acetoacetyl-CoA_synthetase_[EC:6.2.1.16]
s1723	Ea_02394	K19048	toxic_protein_SymE
s1724	Ea_02397	K06957	tRNA(Met)_cytidine_acetyltransferase_[EC:2.3.1.193]_
s1725	Ea_02398	K07054	uncharacterized_protein
s1726	Ea_02399	K01923	phosphoribosylaminoimidazole-succinocarboxamide_synthase_[EC:6.3.2.6]
s1727	Ea_02400	K07287	outer_membrane_protein_assembly_factor_BamC
s1728	Ea_02401	K01714	4-hydroxy-tetrahydrodipicolinate_synthase_[EC:4.3.3.7]
s1729	Ea_02402	K03567	glycine_cleavage_system_transcriptional_repressor
s1730	Ea_02403	K03564	thioredoxin-dependent_peroxiredoxin_[EC:1.11.1.24]
s1731	Ea_02405	K01423	beta-barrel_assembly-enhancing_protease_[EC:3.4.-.-]_
s1732	Ea_02407	K10763	DnaA-homolog_protein
s1733	Ea_02408	K02824	uracil_permease
s1734	Ea_02409	K00761	uracil_phosphoribosyltransferase_[EC:2.4.2.9]
s1735	Ea_02410	K01933	phosphoribosylformylglycinamidine_cyclo-ligase_[EC:6.3.3.1]
s1736	Ea_02411	K11175	phosphoribosylglycinamide_formyltransferase_1_[EC:2.1.2.2]_
s1737	Ea_02412	K02036	phosphate_transport_system_ATP-binding_protein_[EC:7.3.2.1]
s1738	Ea_02413	K02038	phosphate_transport_system_permease_protein
s1739	Ea_02414	K02037	phosphate_transport_system_permease_protein
s1740	Ea_02415	K00937	polyphosphate_kinase_[EC:2.7.4.1]
s1741	Ea_02416	K01524	exopolyphosphatase_/_guanosine-5'-triphosphate,3'-diphosphate_pyrophosphatase_[EC:3.6.1.11_3.6.1.40]
s1742	Ea_02417	K16868	tellurite_methyltransferase_[EC:2.1.1.265]
s1743	Ea_02419	K06213	magnesium_transporter
s1744	Ea_02421	K22025	D-erythronate_2-dehydrogenase_[EC:1.1.1.410]
s1745	Ea_02423	K06177	tRNA_pseudouridine32_synthase_/_23S_rRNA_pseudouridine746_synthase_[EC:5.4.99.28_5.4.99.29]
s1746	Ea_02424	K09912	uncharacterized_protein
s1747	Ea_02425	K07497	putative_transposase
s1748	Ea_02427	K07497	putative_transposase
s1749	Ea_02431	K07497	putative_transposase
s1750	Ea_02433	K01951	GMP_synthase_(glutamine-hydrolysing)_[EC:6.3.5.2]_
s1751	Ea_02434	K00088	IMP_dehydrogenase_[EC:1.1.1.205]
s1752	Ea_02435	K03601	exodeoxyribonuclease_VII_large_subunit_[EC:3.1.11.6]
s1753	Ea_02438	K05358	quinate_dehydrogenase_(quinone)_[EC:1.1.5.8]_
s1754	Ea_02439	K05593	aminoglycoside_6-adenylyltransferase_[EC:2.7.7.-]
s1755	Ea_02440	K03977	GTPase
s1756	Ea_02441	K17713	outer_membrane_protein_assembly_factor_BamB
s1757	Ea_02443	K01892	histidyl-tRNA_synthetase_[EC:6.1.1.21]
s1758	Ea_02444	K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate_synthase_[EC:1.17.7.1_1.17.7.3]_
s1759	Ea_02445	K15539	cytoskeleton_protein_RodZ
s1760	Ea_02446	K02656	type_IV_pilus_assembly_protein_PilF
s1761	Ea_02447	K06941	23S_rRNA_(adenine2503-C2)-methyltransferase_[EC:2.1.1.192]_
s1762	Ea_02448	K00940	nucleoside-diphosphate_kinase_[EC:2.7.4.6]
s1763	Ea_02449	K01011	thiosulfate/3-mercaptopyruvate_sulfurtransferase_[EC:2.8.1.1_2.8.1.2]_
s1764	Ea_02450	K13609	delta1-piperideine-2-carboxylate_reductase_[EC:1.5.1.21]
s1765	Ea_02451	K13877	2,5-dioxopentanoate_dehydrogenase_[EC:1.2.1.26]
s1766	Ea_02452	K22549	D-hydroxyproline_dehydrogenase_subunit_alpha_[EC:1.5.99.-]
s1767	Ea_02454	K21061	D-hydroxyproline_dehydrogenase_subunit_beta_[EC:1.5.99.-]
s1768	Ea_02455	K12658	4-hydroxyproline_epimerase_[EC:5.1.1.8]
s1769	Ea_02457	K21062	1-pyrroline-4-hydroxy-2-carboxylate_deaminase_[EC:3.5.4.22]
s1770	Ea_02460	K07751	PepB_aminopeptidase_[EC:3.4.11.23]
s1771	Ea_02461	K04487	cysteine_desulfurase_[EC:2.8.1.7]
s1772	Ea_02462	K13643	Rrf2_family_transcriptional_regulator,_iron-sulfur_cluster_assembly_transcription_factor
s1773	Ea_02463	K15396	tRNA_(cytidine32/uridine32-2'-O)-methyltransferase_[EC:2.1.1.200]
s1774	Ea_02463	K02533	tRNA/rRNA_methyltransferase_[EC:2.1.1.-]
s1775	Ea_02464	K01092	myo-inositol-1(or_4)-monophosphatase_[EC:3.1.3.25]
s1776	Ea_02466	K00600	glycine_hydroxymethyltransferase_[EC:2.1.2.1]
s1777	Ea_02467	K04752	nitrogen_regulatory_protein_P-II_2
s1778	Ea_02467	K04751	nitrogen_regulatory_protein_P-II_1
s1779	Ea_02468	K07715	two-component_system,_NtrC_family,_response_regulator_GlrR
s1780	Ea_02470	K07711	two-component_system,_NtrC_family,_sensor_histidine_kinase_GlrK_[EC:2.7.13.3]
s1781	Ea_02471	K01952	phosphoribosylformylglycinamidine_synthase_[EC:6.3.5.3]
s1782	Ea_02472	K18691	membrane-bound_lytic_murein_transglycosylase_F_[EC:4.2.2.-]
s1783	Ea_02473	K11991	tRNA(adenine34)_deaminase_[EC:3.5.4.33]
s1784	Ea_02474	K18697	phosphatidylglycerophosphatase_C_[EC:3.1.3.27]
s1785	Ea_02475	K07106	N-acetylmuramic_acid_6-phosphate_etherase_[EC:4.2.1.126]
s1786	Ea_02476	K15835	RpiR_family_transcriptional_regulator,_murPQ_operon_repressor
s1787	Ea_02478	K00997	holo-[acyl-carrier_protein]_synthase_[EC:2.7.8.7]_
s1788	Ea_02479	K03474	pyridoxine_5-phosphate_synthase_[EC:2.6.99.2]_
s1789	Ea_02480	K03584	DNA_repair_protein_RecO_(recombination_protein_O)
s1790	Ea_02481	K03595	GTPase
s1791	Ea_02482	K03685	ribonuclease_III_[EC:3.1.26.3]
s1792	Ea_02483	K03100	signal_peptidase_I_[EC:3.4.21.89]_
s1793	Ea_02484	K03596	GTP-binding_protein_LepA
s1794	Ea_02487	K03803	sigma-E_factor_negative_regulatory_protein_RseC
s1795	Ea_02488	K03598	sigma-E_factor_negative_regulatory_protein_RseB
s1796	Ea_02489	K03597	sigma-E_factor_negative_regulatory_protein_RseA
s1797	Ea_02490	K03088	RNA_polymerase_sigma-70_factor,_ECF_subfamily
s1798	Ea_02492	K15460	tRNA1Val_(adenine37-N6)-methyltransferase_[EC:2.1.1.223]
s1799	Ea_02493	K05590	ATP-dependent_RNA_helicase_SrmB_[EC:3.6.4.13]
s1800	Ea_02495	K03648	uracil-DNA_glycosylase_[EC:3.2.2.27]
s1801	Ea_02496	K03687	molecular_chaperone_GrpE
s1802	Ea_02497	K00858	NAD+_kinase_[EC:2.7.1.23]
s1803	Ea_02498	K03631	DNA_repair_protein_RecN_(Recombination_protein_N)
s1804	Ea_02499	K06186	outer_membrane_protein_assembly_factor_BamE
s1805	Ea_02500	K09801	uncharacterized_protein
s1806	Ea_02501	K18588	coenzyme_Q-binding_protein_COQ10_
s1807	Ea_02502	K03664	SsrA-binding_protein
s1808	Ea_02505	K07266	capsular_polysaccharide_export_protein_
s1809	Ea_02506	K03408	purine-binding_chemotaxis_protein_CheW_
s1810	Ea_02507	K03407	two-component_system,_chemotaxis_family,_sensor_kinase_CheA_[EC:2.7.13.3]_
s1811	Ea_02508	K02557	chemotaxis_protein_MotB
s1812	Ea_02509	K02556	chemotaxis_protein_MotA
s1813	Ea_02510	K02402	flagellar_transcriptional_activator_FlhC_
s1814	Ea_02511	K02403	flagellar_transcriptional_activator_FlhD_
s1815	Ea_02512	K02405	RNA_polymerase_sigma_factor_FliA
s1816	Ea_02513	K03406	methyl-accepting_chemotaxis_protein
s1817	Ea_02514	K02397	flagellar_hook-associated_protein_3_FlgL
s1818	Ea_02515	K02396	flagellar_hook-associated_protein_1_
s1819	Ea_02516	K02395	peptidoglycan_hydrolase_FlgJ
s1820	Ea_02517	K02394	flagellar_P-ring_protein_FlgI_
s1821	Ea_02518	K02393	flagellar_L-ring_protein_FlgH_
s1822	Ea_02519	K02392	flagellar_basal-body_rod_protein_FlgG
s1823	Ea_02519	K02391	flagellar_basal-body_rod_protein_FlgF
s1824	Ea_02520	K02391	flagellar_basal-body_rod_protein_FlgF
s1825	Ea_02521	K02390	flagellar_hook_protein_FlgE_
s1826	Ea_02522	K02389	flagellar_basal-body_rod_modification_protein_FlgD
s1827	Ea_02523	K02388	flagellar_basal-body_rod_protein_FlgC
s1828	Ea_02524	K02387	flagellar_basal-body_rod_protein_FlgB
s1829	Ea_02525	K02386	flagellar_basal_body_P-ring_formation_protein_FlgA
s1830	Ea_02526	K02398	negative_regulator_of_flagellin_synthesis_FlgM
s1831	Ea_02527	K02399	flagellar_biosynthesis_protein_FlgN_
s1832	Ea_02528	K02423	flagellar_protein_FliT
s1833	Ea_02529	K02422	flagellar_secretion_chaperone_FliS_
s1834	Ea_02530	K02407	flagellar_hook-associated_protein_2_
s1835	Ea_02531	K02406	flagellin
s1836	Ea_02536	K09667	protein_O-GlcNAc_transferase_[EC:2.4.1.255]_
s1837	Ea_02537	K02421	flagellar_biosynthesis_protein_FliR_
s1838	Ea_02538	K02420	flagellar_biosynthesis_protein_FliQ_
s1839	Ea_02539	K02419	flagellar_biosynthesis_protein_FliP_
s1840	Ea_02540	K02418	flagellar_protein_FliO/FliZ
s1841	Ea_02541	K02417	flagellar_motor_switch_protein_FliN
s1842	Ea_02542	K02416	flagellar_motor_switch_protein_FliM
s1843	Ea_02543	K02415	flagellar_protein_FliL
s1844	Ea_02544	K02414	flagellar_hook-length_control_protein_FliK
s1845	Ea_02545	K02413	flagellar_protein_FliJ
s1846	Ea_02546	K02412	flagellum-specific_ATP_synthase_[EC:7.4.2.8]_
s1847	Ea_02547	K02411	flagellar_assembly_protein_FliH_
s1848	Ea_02548	K02410	flagellar_motor_switch_protein_FliG
s1849	Ea_02549	K02409	flagellar_M-ring_protein_FliF_
s1850	Ea_02550	K02408	flagellar_hook-basal_body_complex_protein_FliE
s1851	Ea_02551	K00575	chemotaxis_protein_methyltransferase_CheR_[EC:2.1.1.80]
s1852	Ea_02552	K03412	two-component_system,_chemotaxis_family,_protein-glutamate_methylesterase/glutaminase_[EC:3.1.1.61_3.5.1.44]_
s1853	Ea_02553	K03413	two-component_system,_chemotaxis_family,_chemotaxis_protein_CheY
s1854	Ea_02554	K03414	chemotaxis_protein_CheZ
s1855	Ea_02555	K02401	flagellar_biosynthesis_protein_FlhB_
s1856	Ea_02556	K02400	flagellar_biosynthesis_protein_FlhA_
s1857	Ea_02557	K03516	flagellar_protein_FlhE
s1858	Ea_02558	K05517	nucleoside-specific_channel-forming_protein
s1859	Ea_02562	K06191	glutaredoxin-like_protein_NrdH
s1860	Ea_02563	K03647	protein_involved_in_ribonucleotide_reduction
s1861	Ea_02564	K00525	ribonucleoside-diphosphate_reductase_alpha_chain_[EC:1.17.4.1]
s1862	Ea_02565	K00526	ribonucleoside-diphosphate_reductase_beta_chain_[EC:1.17.4.1]
s1863	Ea_02566	K02000	glycine_betaine/proline_transport_system_ATP-binding_protein_[EC:7.6.2.9]
s1864	Ea_02567	K02001	glycine_betaine/proline_transport_system_permease_protein
s1865	Ea_02568	K02002	glycine_betaine/proline_transport_system_substrate-binding_protein
s1866	Ea_02571	K15974	MarR_family_transcriptional_regulator,_negative_regulator_of_the_multidrug_operon_emrRAB
s1867	Ea_02572	K03543	membrane_fusion_protein,_multidrug_efflux_system
s1868	Ea_02573	K03446	MFS_transporter,_DHA2_family,_multidrug_resistance_protein
s1869	Ea_02574	K03214	RNA_methyltransferase,_TrmH_family_[EC:2.1.1.-]
s1870	Ea_02575	K03672	thioredoxin_2_[EC:1.8.1.8]
s1871	Ea_02575	K03671	thioredoxin_1
s1872	Ea_02576	K05812	tRNA-uridine_aminocarboxypropyltransferase_[EC:2.5.1.25]
s1873	Ea_02577	K09181	acetyltransferase
s1874	Ea_02578	K00998	CDP-diacylglycerol---serine_O-phosphatidyltransferase_[EC:2.7.8.8]
s1875	Ea_02579	K03761	MFS_transporter,_MHS_family,_alpha-ketoglutarate_permease
s1876	Ea_02585	K03695	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpB
s1877	Ea_02586	K05810	purine-nucleoside/S-methyl-5'-thioadenosine_phosphorylase_/_adenosine_deaminase_[EC:2.4.2.1_2.4.2.28_3.5.4.4]_
s1878	Ea_02587	K06180	23S_rRNA_pseudouridine1911/1915/1917_synthase_[EC:5.4.99.23]
s1879	Ea_02588	K05807	outer_membrane_protein_assembly_factor_BamD
s1880	Ea_02589	K05809	ribosome-associated_inhibitor_A
s1881	Ea_02590	K14170	chorismate_mutase_/_prephenate_dehydratase_[EC:5.4.99.5_4.2.1.51]
s1882	Ea_02591	K14187	chorismate_mutase_/_prephenate_dehydrogenase_[EC:5.4.99.5_1.3.1.12]
s1883	Ea_02592	K01626	3-deoxy-7-phosphoheptulonate_synthase_[EC:2.5.1.54]
s1884	Ea_02597	K02884	large_subunit_ribosomal_protein_L19
s1885	Ea_02598	K00554	tRNA_(guanine37-N1)-methyltransferase_[EC:2.1.1.228]
s1886	Ea_02599	K02860	16S_rRNA_processing_protein_RimM
s1887	Ea_02600	K02959	small_subunit_ribosomal_protein_S16
s1888	Ea_02601	K03106	signal_recognition_particle_subunit_SRP54_[EC:3.6.5.4]
s1889	Ea_02603	K03699	magnesium_and_cobalt_exporter,_CNNM_family
s1890	Ea_02604	K07173	S-ribosylhomocysteine_lyase_[EC:4.4.1.21]
s1891	Ea_02605	K01919	glutamate--cysteine_ligase_[EC:6.3.2.2]
s1892	Ea_02612	K03563	carbon_storage_regulator
s1893	Ea_02613	K01872	alanyl-tRNA_synthetase_[EC:6.1.1.7]
s1894	Ea_02614	K03565	regulatory_protein
s1895	Ea_02615	K03553	recombination_protein_RecA
s1896	Ea_02616	K03743	nicotinamide-nucleotide_amidase_[EC:3.5.1.42]
s1897	Ea_02617	K08305	membrane-bound_lytic_murein_transglycosylase_B_[EC:4.2.2.-]
s1898	Ea_02618	K23243	nickel/cobalt_homeostasis_protein
s1899	Ea_02619	K03673	protein_dithiol_oxidoreductase_(disulfide-forming)_[EC:1.8.4.15]
s1900	Ea_02626	K13287	invasin_D
s1901	Ea_02628	K13285	invasin_B
s1902	Ea_02630	K22510	type_III_secretion_system_export_apparatus_switch_protein_
s1903	Ea_02631	K22509	type_III_secretion_system_export_apparatus_protein
s1904	Ea_02632	K22508	type_III_secretion_system_export_apparatus_protein
s1905	Ea_02633	K22507	type_III_secretion_system_export_apparatus_protein
s1906	Ea_02634	K03225	type_III_secretion_protein_Q
s1907	Ea_02635	K22514	type_III_secretion_system_protein
s1908	Ea_02637	K22506	type_III_secretion_system_ATPase_[EC:7.4.2.8]
s1909	Ea_02638	K22512	type_III_secretion_system_chaperone
s1910	Ea_02639	K03230	type_III_secretion_protein_V
s1911	Ea_02640	K22511	type_III_secretion_system_protein
s1912	Ea_02641	K22504	type_III_secretion_system_outer_membrane_ring_protein_
s1913	Ea_02644	K22488	type_III_secretion_system_protein
s1914	Ea_02645	K03221	type_III_secretion_protein_F
s1915	Ea_02646	K22487	type_III_secretion_system_protein
s1916	Ea_02647	K22505	type_III_secretion_system_inner_membrane_ring_protein_
s1917	Ea_02652	K03555	DNA_mismatch_repair_protein_MutS
s1918	Ea_02653	K03087	RNA_polymerase_nonessential_primary-like_sigma_factor
s1919	Ea_02654	K06194	lipoprotein_NlpD
s1920	Ea_02655	K00573	protein-L-isoaspartate(D-aspartate)_O-methyltransferase_[EC:2.1.1.77]
s1921	Ea_02656	K03787	5'/3'-nucleotidase_[EC:3.1.3.5_3.1.3.6]
s1922	Ea_02657	K06176	tRNA_pseudouridine13_synthase_[EC:5.4.99.27]_
s1923	Ea_02658	K01770	2-C-methyl-D-erythritol_2,4-cyclodiphosphate_synthase_[EC:4.6.1.12]_
s1924	Ea_02659	K00991	2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_[EC:2.7.7.60]_
s1925	Ea_02660	K05589	cell_division_protein_FtsB_
s1926	Ea_02662	K00860	adenylylsulfate_kinase_[EC:2.7.1.25]
s1927	Ea_02663	K00956	sulfate_adenylyltransferase_subunit_1_[EC:2.7.7.4]
s1928	Ea_02664	K00957	sulfate_adenylyltransferase_subunit_2_[EC:2.7.7.4]
s1929	Ea_02665	K02302	uroporphyrin-III_C-methyltransferase_/_precorrin-2_dehydrogenase_/_sirohydrochlorin_ferrochelatase_[EC:2.1.1.107_1.3.1.76_4.99.1.4]
s1930	Ea_02665	K02303	uroporphyrin-III_C-methyltransferase_[EC:2.1.1.107]
s1931	Ea_02665	K24866	precorrin-2_dehydrogenase_[EC:1.3.1.76]
s1932	Ea_02667	K00390	phosphoadenosine_phosphosulfate_reductase_[EC:1.8.4.8_1.8.4.10]
s1933	Ea_02668	K00381	sulfite_reductase_(NADPH)_hemoprotein_beta-component_[EC:1.8.1.2]
s1934	Ea_02669	K00380	sulfite_reductase_(NADPH)_flavoprotein_alpha-component_[EC:1.8.1.2]
s1935	Ea_02670	K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin_synthase_[EC:4.2.3.12_4.1.2.50]_
s1936	Ea_02672	K10009	L-cystine_transport_system_permease_protein
s1937	Ea_02672	K02029	polar_amino_acid_transport_system_permease_protein
s1938	Ea_02674	K02424	L-cystine_transport_system_substrate-binding_protein
s1939	Ea_02674	K02030	polar_amino_acid_transport_system_substrate-binding_protein
s1940	Ea_02675	K10026	7-carboxy-7-deazaguanine_synthase_[EC:4.3.99.3]
s1941	Ea_02676	K16568	exopolysaccharide_production_protein_ExoZ_
s1942	Ea_02677	K01689	enolase_[EC:4.2.1.11]
s1943	Ea_02678	K01937	CTP_synthase_[EC:6.3.4.2]
s1944	Ea_02679	K04765	nucleoside_triphosphate_diphosphatase_[EC:3.6.1.9]_
s1945	Ea_02680	K00951	GTP_pyrophosphokinase_[EC:2.7.6.5]
s1946	Ea_02681	K03215	23S_rRNA_(uracil1939-C5)-methyltransferase_[EC:2.1.1.190]_
s1947	Ea_02682	K07678	two-component_system,_NarL_family,_sensor_histidine_kinase_BarA_[EC:2.7.13.3]
s1948	Ea_02683	K00865	glycerate_2-kinase_[EC:2.7.1.165]
s1949	Ea_02684	K06205	MioC_protein
s1950	Ea_02685	K06175	tRNA_pseudouridine65_synthase_[EC:5.4.99.26]_
s1951	Ea_02688	K15723	SecY_interacting_protein_Syd_
s1952	Ea_02689	K06879	7-cyano-7-deazaguanine_reductase_[EC:1.7.1.13]
s1953	Ea_02690	K06966	pyrimidine/purine-5'-nucleotide_nucleosidase_[EC:3.2.2.10_3.2.2.-]_
s1954	Ea_02691	K01146	protein_Xni
s1955	Ea_02692	K06968	23S_rRNA_(cytidine2498-2'-O)-methyltransferase_[EC:2.1.1.186]_
s1956	Ea_02694	K03566	LysR_family_transcriptional_regulator,_glycine_cleavage_system_transcriptional_activator
s1957	Ea_02696	K01766	cysteine_sulfinate_desulfinase_[EC:4.4.1.-]_
s1958	Ea_02697	K02426	cysteine_desulfuration_protein_SufE_
s1959	Ea_02698	K22132	tRNA_threonylcarbamoyladenosine_dehydratase
s1960	Ea_02699	K08304	membrane-bound_lytic_murein_transglycosylase_A_[EC:4.2.2.-]
s1961	Ea_02703	K01448	N-acetylmuramoyl-L-alanine_amidase_[EC:3.5.1.28]
s1962	Ea_02704	K14682	amino-acid_N-acetyltransferase_[EC:2.3.1.1]
s1963	Ea_02705	K08996	putative_membrane_protein
s1964	Ea_02706	K03581	exodeoxyribonuclease_V_alpha_subunit_[EC:3.1.11.5]
s1965	Ea_02707	K03582	exodeoxyribonuclease_V_beta_subunit_[EC:3.1.11.5]
s1966	Ea_02708	K01407	protease_III_[EC:3.4.24.55]
s1967	Ea_02709	K03583	exodeoxyribonuclease_V_gamma_subunit_[EC:3.1.11.5]
s1968	Ea_02710	K02681	prepilin_peptidase_dependent_protein_C
s1969	Ea_02712	K02680	prepilin_peptidase_dependent_protein_B
s1970	Ea_02713	K08641	zinc_D-Ala-D-Ala_dipeptidase_[EC:3.4.13.22]_
s1971	Ea_02714	K00560	thymidylate_synthase_[EC:2.1.1.45]
s1972	Ea_02715	K13292	phosphatidylglycerol---prolipoprotein_diacylglyceryl_transferase_[EC:2.5.1.145]_
s1973	Ea_02716	K08484	phosphotransferase_system,_enzyme_I,_PtsP_[EC:2.7.3.9]
s1974	Ea_02717	K08311	putative_(di)nucleoside_polyphosphate_hydrolase_[EC:3.6.1.-]
s1975	Ea_02719	K03573	DNA_mismatch_repair_protein_MutH
s1976	Ea_02723	K08227	MFS_transporter,_LPLT_family,_lysophospholipid_transporter
s1977	Ea_02724	K05939	acyl-[acyl-carrier-protein]-phospholipid_O-acyltransferase_/_long-chain-fatty-acid--[acyl-carrier-protein]_ligase_[EC:2.3.1.40_6.2.1.20]
s1978	Ea_02727	K07789	multidrug_efflux_pump
s1979	Ea_02728	K07788	multidrug_efflux_pump
s1980	Ea_02729	K07799	membrane_fusion_protein,_multidrug_efflux_system
s1981	Ea_02729	K03585	membrane_fusion_protein,_multidrug_efflux_system
s1982	Ea_02730	K03587	cell_division_protein_FtsI_(penicillin-binding_protein_3)_[EC:3.4.16.4]_
s1983	Ea_02731	K07326	hemolysin_activation/secretion_protein
s1984	Ea_02732	K15125	filamentous_hemagglutinin
s1985	Ea_02739	K15125	filamentous_hemagglutinin
s1986	Ea_02743	K07804	putatice_virulence_related_protein_PagC
s1987	Ea_02744	K08351	biotin/methionine_sulfoxide_reductase_[EC:1.-.-.-]_
s1988	Ea_02745	K02529	LacI_family_transcriptional_regulator_
s1989	Ea_02746	K01586	diaminopimelate_decarboxylase_[EC:4.1.1.20]
s1990	Ea_02748	K19577	MFS_transporter,_DHA1_family,_inner_membrane_transport_protein_
s1991	Ea_02750	K04567	lysyl-tRNA_synthetase,_class_II_[EC:6.1.1.6]
s1992	Ea_02751	K02836	peptide_chain_release_factor_2
s1993	Ea_02752	K07462	single-stranded-DNA-specific_exonuclease_[EC:3.1.-.-]
s1994	Ea_02753	K03981	thiol:disulfide_interchange_protein_DsbC_[EC:5.3.4.1]
s1995	Ea_02754	K04763	integrase/recombinase_XerD
s1996	Ea_02755	K01732	pectin_lyase_[EC:4.2.2.10]
s1997	Ea_02757	K03840	flavodoxin_II
s1998	Ea_02757	K03839	flavodoxin_I
s1999	Ea_02759	K09159	antitoxin_CptB
s2000	Ea_02760	K06980	tRNA-modifying_protein_YgfZ
s2001	Ea_02761	K11068	hemolysin_III
s2002	Ea_02764	K00281	glycine_dehydrogenase_[EC:1.4.4.2]
s2003	Ea_02765	K02437	glycine_cleavage_system_H_protein
s2004	Ea_02766	K00605	aminomethyltransferase_[EC:2.1.2.10]
s2005	Ea_02767	K18800	2-polyprenylphenol_6-hydroxylase_[EC:1.14.13.240]
s2006	Ea_02768	K03185	2-octaprenyl-6-methoxyphenol_hydroxylase_[EC:1.14.13.-]
s2007	Ea_02769	K01262	Xaa-Pro_aminopeptidase_[EC:3.4.11.9]
s2008	Ea_02770	K09895	uncharacterized_protein
s2009	Ea_02771	K09888	cell_division_protein_ZapA_
s2010	Ea_02772	K01934	5-formyltetrahydrofolate_cyclo-ligase_[EC:6.3.3.2]
s2011	Ea_02773	K00058	D-3-phosphoglycerate_dehydrogenase_/_2-oxoglutarate_reductase_[EC:1.1.1.95_1.1.1.399]
s2012	Ea_02776	K01807	ribose_5-phosphate_isomerase_A_[EC:5.3.1.6]
s2013	Ea_02777	K05596	LysR_family_transcriptional_regulator,_chromosome_initiation_inhibitor
s2014	Ea_02778	K09807	uncharacterized_protein
s2015	Ea_02779	K18653	3-dehydro-glucose-6-phosphate---glutamate_transaminase_[EC:2.6.1.104]
s2016	Ea_02780	K18654	kanosamine-6-phosphate_phosphatase_[EC:3.1.3.92]
s2017	Ea_02781	K18652	glucose-6-phosphate_3-dehydrogenase_[EC:1.1.1.361]
s2018	Ea_02782	K15383	MtN3_and_saliva_related_transmembrane_protein
s2019	Ea_02786	K06895	L-lysine_exporter_family_protein_LysE/ArgO
s2020	Ea_02787	K03442	small_conductance_mechanosensitive_channel_
s2021	Ea_02788	K01624	fructose-bisphosphate_aldolase,_class_II_[EC:4.1.2.13]
s2022	Ea_02789	K00927	phosphoglycerate_kinase_[EC:2.7.2.3]
s2023	Ea_02790	K03472	D-erythrose_4-phosphate_dehydrogenase_[EC:1.2.1.72]_
s2024	Ea_02791	K00615	transketolase_[EC:2.2.1.1]
s2025	Ea_02792	K07387	metalloprotease_[EC:3.4.24.-]
s2026	Ea_02793	K05874	methyl-accepting_chemotaxis_protein_I,_serine_sensor_receptor
s2027	Ea_02793	K03406	methyl-accepting_chemotaxis_protein
s2028	Ea_02799	K01480	agmatinase_[EC:3.5.3.11]
s2029	Ea_02802	K00789	S-adenosylmethionine_synthetase_[EC:2.5.1.6]
s2030	Ea_02803	K08137	MFS_transporter,_SP_family,_galactose:H+_symporter
s2031	Ea_02804	K02742	SprT_protein
s2032	Ea_02805	K01150	deoxyribonuclease_I_[EC:3.1.21.1]
s2033	Ea_02806	K09761	16S_rRNA_(uracil1498-N3)-methyltransferase_[EC:2.1.1.193]_
